,Unnamed: 0,market_ids,product_ids,firm_ids,shares,prices,sales,size,weight,engine_size,hp,mpg,vehicle_type,body_type,engine_type,drive_type,plant_country,plant_location,distw,home_mkt,market_year,ppp,ppp_lag1,rer,rer_lag1,xrx,xrx_lag1,product_year,old_model,next_model,hpwt,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5
3943,5150,2020,2019_acura_ilx,acura,5.388543875710365e-05,0.2650840828080632,2667.0,-4.35337542863922,3.441379171294987,2.4,5.303304908059076,1.0296194171811581,Car,sedan,ICE,FWD,United States,Ohio,1853.802,1,2020,1.0,1.0,1.0,1.0,1.0,1.0,2019,1,0,1.8619257367640885,13.0,13.0,13.0,545.0,670.0,716.0
3944,5151,2020,2019_acura_mdx,acura,7.168707303700257e-05,0.48475166191824154,3564.0,-4.183520753459409,3.7346889901452305,3.5,5.66988092298052,0.8109302162163288,SUV,suv,ICE,AWD,United States,Ohio,1853.802,1,2020,1.0,1.0,1.0,1.0,1.0,1.0,2019,1,0,1.9351919328352891,13.0,13.0,13.0,666.0,647.0,712.0
3945,5154,2020,2019_acura_rdx,acura,9.54419645231698e-05,0.3948455219448774,4745.0,-4.2706541471891,3.645188765489203,2.0,5.605802066295997,0.8754687373538999,SUV,suv,ICE,FWD,United States,Ohio,1853.802,1,2020,1.0,1.0,1.0,1.0,1.0,1.0,2019,1,0,1.960613300806794,13.0,13.0,13.0,675.0,636.0,723.0
3946,5157,2020,2019_acura_tlx,acura,6.424481236817795e-05,0.371673836384732,3194.0,-4.274349604209509,3.6011405398059293,3.5,5.66988092298052,0.8754687373538999,Car,sedan,ICE,FWD,United States,Ohio,1853.802,1,2020,1.0,1.0,1.0,1.0,1.0,1.0,2019,1,0,2.0687403831745903,13.0,13.0,13.0,669.0,541.0,723.0
3947,5159,2020,2019_alfaromeo_giulia,alfaromeo,7.23565391455935e-05,0.40082381681939494,3588.0,-4.229943004007237,3.5923685537330923,2.0,5.634789603169249,0.9555114450274363,Car,sedan,ICE,RWD,Italy,Italy,8284.006,0,2020,0.722201462,0.724633611,0.632291999903752,0.647297999730474,0.82489569976266,0.811208856522871,2019,1,0,2.042421049436157,3.0,3.0,3.0,690.0,564.0,727.0
3948,5160,2020,2019_alfaromeo_stelvio,alfaromeo,6.917521446466799e-05,0.41472682815548206,3410.0,-4.281165345372348,3.6998193941522706,2.0,5.634789603169249,0.8754687373538999,Car,wagon,ICE,AWD,Italy,Italy,8284.006,0,2020,0.722201462,0.724633611,0.632291999903752,0.647297999730474,0.82489569976266,0.811208856522871,2019,1,0,1.934970209016979,3.0,3.0,3.0,675.0,657.0,733.0
3949,5164,2020,2019_audi_a3,audi,4.688624221359512e-05,0.36055142731586226,2331.0,-4.301472058027623,3.5313480661272005,2.0,5.214935757608986,1.0647107369924282,Car,sedan,ICE,FWD,Hungary,Hungary,8395.564,0,2020,0.460519383,0.477524049,141.838434914741,138.79714008234,0.0014952089837016,0.0016428956478359,2019,1,0,1.6835876914817849,38.0,27.0,46.0,602.0,597.0,673.0
3950,5165,2020,2019_audi_a4,audi,0.0001426299200071,0.3976261242120948,7091.0,-4.212212301465732,3.540959324037314,2.0,5.236441962829949,1.0986122886681096,Car,sedan,ICE,FWD,Germany,Germany,7595.452,0,2020,0.807345329,0.803497232,0.70683600012757,0.717744999910821,0.922146693349632,0.899494669989868,2019,1,0,1.695482638792635,49.0,28.0,46.0,648.0,606.0,682.0
3951,5166,2020,2019_audi_a4allroad,audi,1.2793860142849662e-05,0.4689949157373426,630.0,-4.20738784825935,3.644143560272545,2.0,5.513428746164982,0.916290731874155,Car,wagon,ICE,AWD,Germany,Germany,7595.452,0,2020,0.807345329,0.803497232,0.70683600012757,0.717744999910821,0.922146693349632,0.899494669989868,2019,1,0,1.8692851858924373,49.0,41.0,46.0,647.0,647.0,684.0
3952,5167,2020,2019_audi_a5,audi,0.0001515405185916,0.45045756728922626,7534.0,-4.207376427584502,3.6179203651734424,2.0,5.513428746164982,0.9932517730102834,Car,sedan,ICE,AWD,Germany,Germany,7595.452,0,2020,0.807345329,0.803497232,0.70683600012757,0.717744999910821,0.922146693349632,0.899494669989868,2019,1,0,1.8955083809915396,49.0,42.0,46.0,647.0,638.0,679.0
